id,time_baca,time_blatchington,time_cardinal_n,time_ds,time_hove_park,time_kings,time_longhill,time_paca,time_patcham,time_varndean,first_closest_travel,second_closest_travel,third_closest_travel,first_closest_time,second_closest_time,third_closest_time,max_travel,min_travel,avg_travel,geometry,long,lat
BN1 1LF,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1LG,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1LH,36,48,25,34,37,54,58,47,37,30,cardinal_n,varndean,ds,25,30,34,58,25,40.6,"c(-0.140723, 50.828014)",-0.140723,50.828014
BN1 1LJ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1LL,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1LN,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140647, 50.822778)",-0.140647,50.822778
BN1 1LP,36,48,30,36,38,55,46,44,40,31,cardinal_n,varndean,baca,30,31,36,55,30,40.4,"c(-0.14019, 50.820712)",-0.14019,50.820712
BN1 1LQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1LR,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1LS,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1LT,36,48,30,36,38,55,46,44,40,31,cardinal_n,varndean,baca,30,31,36,55,30,40.4,"c(-0.14019, 50.820712)",-0.14019,50.820712
BN1 1LU,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140662, 50.82277)",-0.140662,50.82277
BN1 1LW,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1LY,36,48,30,36,38,55,46,44,40,31,cardinal_n,varndean,baca,30,31,36,55,30,40.4,"c(-0.14019, 50.820712)",-0.14019,50.820712
BN1 1LZ,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1NA,41,51,32,46,40,58,58,48,46,39,cardinal_n,varndean,hove_park,32,39,40,58,32,45.9,"c(-0.143264, 50.820527)",-0.143264,50.820527
BN1 1NB,43,55,38,47,44,61,58,50,49,40,cardinal_n,varndean,baca,38,40,43,61,38,48.5,"c(-0.142235, 50.819992)",-0.142235,50.819992
BN1 1ND,37,47,30,37,37,53,47,43,41,32,cardinal_n,varndean,baca,30,32,37,53,30,40.4,"c(-0.141395, 50.8211)",-0.141395,50.8211
BN1 1NE,37,53,33,36,42,59,46,48,40,31,varndean,cardinal_n,ds,31,33,36,59,31,42.5,"c(-0.139605, 50.820055)",-0.139605,50.820055
BN1 1NF,37,53,33,36,42,59,45,48,40,31,varndean,cardinal_n,ds,31,33,36,59,31,42.4,"c(-0.138883, 50.819666)",-0.138883,50.819666
BN1 1NG,36,49,32,36,39,56,46,47,40,31,varndean,cardinal_n,baca,31,32,36,56,31,41.2,"c(-0.139498, 50.820251)",-0.139498,50.820251
BN1 1NH,37,55,34,37,44,61,46,50,40,31,varndean,cardinal_n,baca,31,34,37,61,31,43.5,"c(-0.138121, 50.820259)",-0.138121,50.820259
BN1 1NJ,35,53,32,35,42,59,45,48,38,30,varndean,cardinal_n,baca,30,32,35,59,30,41.7,"c(-0.138693, 50.820157)",-0.138693,50.820157
BN1 1NL,37,48,30,37,38,54,47,43,41,32,cardinal_n,varndean,baca,30,32,37,54,30,40.7,"c(-0.141645, 50.821248)",-0.141645,50.821248
BN1 1NN,35,53,32,35,42,59,45,48,38,30,varndean,cardinal_n,baca,30,32,35,59,30,41.7,"c(-0.138661, 50.820259)",-0.138661,50.820259
BN1 1NP,37,55,34,37,44,61,46,50,40,31,varndean,cardinal_n,baca,31,34,37,61,31,43.5,"c(-0.137928, 50.8201)",-0.137928,50.8201
BN1 1NQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1NR,38,48,31,38,38,54,47,44,42,33,cardinal_n,varndean,baca,31,33,38,54,31,41.3,"c(-0.141483, 50.820678)",-0.141483,50.820678
BN1 1NS,38,54,34,37,43,60,45,48,41,32,varndean,cardinal_n,ds,32,34,37,60,32,43.2,"c(-0.139521, 50.819667)",-0.139521,50.819667
BN1 1NT,34,53,32,33,42,59,43,48,35,29,varndean,cardinal_n,ds,29,32,33,59,29,40.8,"c(-0.137344, 50.819794)",-0.137344,50.819794
BN1 1NU,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1NW,34,51,31,33,40,58,45,47,36,29,varndean,cardinal_n,ds,29,31,33,58,29,40.4,"c(-0.138669, 50.820391)",-0.138669,50.820391
BN1 1NX,34,48,30,33,38,55,43,44,36,29,varndean,cardinal_n,ds,29,30,33,55,29,39,"c(-0.138328, 50.821114)",-0.138328,50.821114
BN1 1NY,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1NZ,37,47,30,37,37,53,47,43,41,32,cardinal_n,varndean,baca,30,32,37,53,30,40.4,"c(-0.141395, 50.8211)",-0.141395,50.8211
BN1 1PA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1PB,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1PD,34,49,31,33,39,56,45,47,36,29,varndean,cardinal_n,ds,29,31,33,56,29,39.9,"c(-0.138771, 50.820689)",-0.138771,50.820689
BN1 1PE,36,48,31,36,38,55,46,46,40,31,cardinal_n,varndean,baca,31,31,36,55,31,40.7,"c(-0.140979, 50.820859)",-0.140979,50.820859
BN1 1PF,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1PG,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1PH,38,51,33,38,40,58,48,48,42,33,cardinal_n,varndean,baca,33,33,38,58,33,42.9,"c(-0.140615, 50.821456)",-0.140615,50.821456
BN1 1PJ,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1PL,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1PN,37,54,34,37,43,60,45,48,40,31,varndean,cardinal_n,baca,31,34,37,60,31,42.9,"c(-0.138445, 50.819596)",-0.138445,50.819596
BN1 1PP,37,53,34,37,42,59,45,48,40,31,varndean,cardinal_n,baca,31,34,37,59,31,42.6,"c(-0.138558, 50.819615)",-0.138558,50.819615
BN1 1PQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1PR,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140662, 50.82277)",-0.140662,50.82277
BN1 1PS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1PT,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1PU,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1PW,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1PX,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1PY,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140662, 50.82277)",-0.140662,50.82277
BN1 1QA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QB,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QD,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QE,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QF,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1QG,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QH,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QJ,36,43,28,35,34,50,46,41,39,31,cardinal_n,varndean,hove_park,28,31,34,50,28,38.3,"c(-0.140564, 50.822741)",-0.140564,50.822741
BN1 1QL,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QN,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140647, 50.822778)",-0.140647,50.822778
BN1 1QR,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140662, 50.82277)",-0.140662,50.82277
BN1 1QS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QT,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QU,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1QW,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140647, 50.822778)",-0.140647,50.822778
BN1 1QX,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140647, 50.822778)",-0.140647,50.822778
BN1 1QY,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140647, 50.822778)",-0.140647,50.822778
BN1 1QZ,36,45,28,35,36,51,46,41,39,31,cardinal_n,varndean,ds,28,31,35,51,28,38.8,"c(-0.140647, 50.822778)",-0.140647,50.822778
BN1 1RA,39,48,29,38,38,55,57,46,42,34,cardinal_n,varndean,ds,29,34,38,57,29,42.6,"c(-0.140562, 50.824927)",-0.140562,50.824927
BN1 1RB,40,48,29,37,38,55,57,46,43,31,cardinal_n,varndean,ds,29,31,37,57,29,42.4,"c(-0.141201, 50.82458)",-0.141201,50.82458
BN1 1RD,37,47,29,36,37,53,47,42,40,32,cardinal_n,varndean,ds,29,32,36,53,29,40,"c(-0.140017, 50.823644)",-0.140017,50.823644
BN1 1RE,37,47,29,35,37,52,47,42,40,30,cardinal_n,varndean,ds,29,30,35,52,29,39.6,"c(-0.141137, 50.823317)",-0.141137,50.823317
BN1 1RF,39,48,29,38,38,55,57,46,43,32,cardinal_n,varndean,ds,29,32,38,57,29,42.5,"c(-0.140919, 50.824528)",-0.140919,50.824528
BN1 1RG,37,47,28,35,36,52,48,42,40,29,cardinal_n,varndean,ds,28,29,35,52,28,39.4,"c(-0.142319, 50.823582)",-0.142319,50.823582
BN1 1RH,39,47,29,37,37,53,56,43,42,31,cardinal_n,varndean,ds,29,31,37,56,29,41.4,"c(-0.142534, 50.82319)",-0.142534,50.82319
BN1 1RJ,40,48,29,37,37,54,57,43,43,30,cardinal_n,varndean,ds,29,30,37,57,29,41.8,"c(-0.142466, 50.824543)",-0.142466,50.824543
BN1 1RL,39,47,28,39,37,53,57,43,43,32,cardinal_n,varndean,hove_park,28,32,37,57,28,41.8,"c(-0.142291, 50.825017)",-0.142291,50.825017
BN1 1RN,40,48,29,37,38,54,57,44,43,30,cardinal_n,varndean,ds,29,30,37,57,29,42,"c(-0.141627, 50.8242)",-0.141627,50.8242
BN1 1RP,38,47,29,37,37,53,48,42,41,32,cardinal_n,varndean,ds,29,32,37,53,29,40.4,"c(-0.140513, 50.823658)",-0.140513,50.823658
BN1 1RQ,39,48,29,36,38,54,56,44,42,30,cardinal_n,varndean,ds,29,30,36,56,29,41.6,"c(-0.142106, 50.823944)",-0.142106,50.823944
BN1 1RR,37,45,27,37,35,51,47,42,41,30,cardinal_n,varndean,hove_park,27,30,35,51,27,39.2,"c(-0.143405, 50.823407)",-0.143405,50.823407
BN1 1RS,37,45,26,37,35,51,47,42,41,31,cardinal_n,varndean,hove_park,26,31,35,51,26,39.2,"c(-0.142817, 50.824279)",-0.142817,50.824279
BN1 1RT,38,47,29,37,37,53,48,43,41,32,cardinal_n,varndean,ds,29,32,37,53,29,40.5,"c(-0.140335, 50.823853)",-0.140335,50.823853
BN1 1RU,38,47,29,36,37,53,48,43,41,30,cardinal_n,varndean,ds,29,30,36,53,29,40.2,"c(-0.141715, 50.823785)",-0.141715,50.823785
BN1 1RW,38,48,29,36,38,54,48,43,41,30,cardinal_n,varndean,ds,29,30,36,54,29,40.5,"c(-0.141162, 50.823407)",-0.141162,50.823407
BN1 1RX,36,45,27,35,35,51,47,42,40,29,cardinal_n,varndean,ds,27,29,35,51,27,38.7,"c(-0.142921, 50.823453)",-0.142921,50.823453
BN1 1RY,39,48,29,38,38,54,56,44,43,32,cardinal_n,varndean,ds,29,32,38,56,29,42.1,"c(-0.142956, 50.822554)",-0.142956,50.822554
BN1 1RZ,37,47,29,36,37,53,47,42,41,31,cardinal_n,varndean,ds,29,31,36,53,29,40,"c(-0.141537, 50.822532)",-0.141537,50.822532
BN1 1SA,37,47,29,36,37,52,47,42,40,32,cardinal_n,varndean,ds,29,32,36,52,29,39.9,"c(-0.139926, 50.823432)",-0.139926,50.823432
BN1 1SB,37,47,29,36,37,52,47,42,40,32,cardinal_n,varndean,ds,29,32,36,52,29,39.9,"c(-0.140083, 50.823408)",-0.140083,50.823408
BN1 1SD,37,47,29,36,37,52,47,42,40,32,cardinal_n,varndean,ds,29,32,36,52,29,39.9,"c(-0.139926, 50.823432)",-0.139926,50.823432
BN1 1SE,38,47,29,35,37,53,48,43,41,29,cardinal_n,varndean,ds,29,29,35,53,29,40,"c(-0.141502, 50.823431)",-0.141502,50.823431
BN1 1SF,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SG,39,48,29,38,38,54,56,44,43,32,cardinal_n,varndean,ds,29,32,38,56,29,42.1,"c(-0.142956, 50.822554)",-0.142956,50.822554
BN1 1SH,36,45,27,35,35,51,47,42,40,29,cardinal_n,varndean,ds,27,29,35,51,27,38.7,"c(-0.142921, 50.823453)",-0.142921,50.823453
BN1 1SJ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SL,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SN,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SP,39,48,29,38,38,54,56,44,43,32,cardinal_n,varndean,ds,29,32,38,56,29,42.1,"c(-0.142956, 50.822554)",-0.142956,50.822554
BN1 1SQ,39,47,29,37,37,53,56,43,42,32,cardinal_n,varndean,ds,29,32,37,56,29,41.5,"c(-0.142886, 50.823255)",-0.142886,50.823255
BN1 1SR,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SS,39,48,29,38,38,55,57,46,42,34,cardinal_n,varndean,ds,29,34,38,57,29,42.6,"c(-0.140562, 50.824927)",-0.140562,50.824927
BN1 1ST,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SU,37,47,28,35,37,52,48,42,40,29,cardinal_n,varndean,ds,28,29,35,52,28,39.5,"c(-0.142179, 50.823522)",-0.142179,50.823522
BN1 1SW,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SX,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SY,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1SZ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TB,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TD,39,48,29,38,38,55,57,46,42,34,cardinal_n,varndean,ds,29,34,38,57,29,42.6,"c(-0.140562, 50.824927)",-0.140562,50.824927
BN1 1TE,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TF,36,48,29,36,38,54,47,43,40,31,cardinal_n,varndean,baca,29,31,36,54,29,40.2,"c(-0.138664, 50.823385)",-0.138664,50.823385
BN1 1TG,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TH,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TJ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TL,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TN,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TP,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TR,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TT,37,51,29,36,40,58,59,48,40,32,cardinal_n,varndean,ds,29,32,36,59,29,43,"c(-0.140126, 50.825531)",-0.140126,50.825531
BN1 1TU,35,49,31,35,39,56,48,47,38,30,varndean,cardinal_n,baca,30,31,35,56,30,40.8,"c(-0.137537, 50.823862)",-0.137537,50.823862
BN1 1TW,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TX,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1TY,38,48,29,38,38,55,57,46,41,33,cardinal_n,varndean,baca,29,33,38,57,29,42.3,"c(-0.140203, 50.824678)",-0.140203,50.824678
BN1 1TZ,38,49,28,37,39,56,59,47,41,32,cardinal_n,varndean,ds,28,32,37,59,28,42.6,"c(-0.140663, 50.825594)",-0.140663,50.825594
BN1 1UA,34,49,31,33,39,56,58,49,35,29,varndean,cardinal_n,ds,29,31,33,58,29,41.3,"c(-0.136674, 50.825584)",-0.136674,50.825584
BN1 1UB,35,53,33,34,42,59,56,48,36,30,varndean,cardinal_n,ds,30,33,34,59,30,42.6,"c(-0.137053, 50.824622)",-0.137053,50.824622
BN1 1UD,36,48,30,36,38,55,56,46,40,31,cardinal_n,varndean,baca,30,31,36,56,30,41.6,"c(-0.13838, 50.824082)",-0.13838,50.824082
BN1 1UE,35,48,30,35,38,55,48,46,38,30,cardinal_n,varndean,baca,30,30,35,55,30,40.3,"c(-0.138141, 50.823686)",-0.138141,50.823686
BN1 1UF,36,47,29,35,37,53,46,42,39,31,cardinal_n,varndean,ds,29,31,35,53,29,39.5,"c(-0.139568, 50.823502)",-0.139568,50.823502
BN1 1UG,37,48,29,36,38,54,47,43,40,32,cardinal_n,varndean,ds,29,32,36,54,29,40.4,"c(-0.139063, 50.823701)",-0.139063,50.823701
BN1 1UH,39,48,29,38,38,55,57,46,42,34,cardinal_n,varndean,ds,29,34,38,57,29,42.6,"c(-0.140562, 50.824927)",-0.140562,50.824927
BN1 1UJ,38,48,29,38,38,55,57,46,41,33,cardinal_n,varndean,baca,29,33,38,57,29,42.3,"c(-0.140026, 50.82449)",-0.140026,50.82449
BN1 1UL,37,48,30,36,38,55,56,46,40,32,cardinal_n,varndean,ds,30,32,36,56,30,41.8,"c(-0.139264, 50.824717)",-0.139264,50.824717
BN1 1UN,37,49,30,36,39,56,56,46,40,32,cardinal_n,varndean,ds,30,32,36,56,30,42.1,"c(-0.139355, 50.824925)",-0.139355,50.824925
BN1 1UP,37,49,29,37,39,56,58,47,40,32,cardinal_n,varndean,baca,29,32,37,58,29,42.4,"c(-0.139679, 50.825002)",-0.139679,50.825002
BN1 1UQ,37,49,29,37,39,56,58,47,40,32,cardinal_n,varndean,baca,29,32,37,58,29,42.4,"c(-0.139803, 50.825076)",-0.139803,50.825076
BN1 1UR,38,49,29,37,39,56,58,47,40,32,cardinal_n,varndean,ds,29,32,37,58,29,42.5,"c(-0.139987, 50.825106)",-0.139987,50.825106
BN1 1US,39,48,29,38,38,54,56,44,42,33,cardinal_n,varndean,ds,29,33,38,56,29,42.1,"c(-0.140259, 50.824328)",-0.140259,50.824328
BN1 1UT,39,48,29,38,38,54,56,44,42,33,cardinal_n,varndean,ds,29,33,38,56,29,42.1,"c(-0.140491, 50.824218)",-0.140491,50.824218
BN1 1UU,35,51,29,34,40,58,57,47,37,30,cardinal_n,varndean,ds,29,30,34,58,29,41.8,"c(-0.138756, 50.825338)",-0.138756,50.825338
BN1 1UW,39,48,29,38,38,54,56,44,42,33,cardinal_n,varndean,ds,29,33,38,56,29,42.1,"c(-0.140413, 50.824376)",-0.140413,50.824376
BN1 1UX,36,49,29,36,39,56,57,47,39,31,cardinal_n,varndean,baca,29,31,36,57,29,41.9,"c(-0.139062, 50.825154)",-0.139062,50.825154
BN1 1UY,36,47,28,34,36,52,44,42,37,30,cardinal_n,varndean,ds,28,30,34,52,28,38.6,"c(-0.139929, 50.822992)",-0.139929,50.822992
BN1 1UZ,36,47,28,34,36,52,44,42,37,30,cardinal_n,varndean,ds,28,30,34,52,28,38.6,"c(-0.139929, 50.822992)",-0.139929,50.822992
BN1 1WA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WB,37,47,28,35,36,52,46,42,39,30,cardinal_n,varndean,ds,28,30,35,52,28,39.2,"c(-0.141167, 50.822913)",-0.141167,50.822913
BN1 1WD,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WE,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WF,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WG,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WH,35,49,31,35,39,56,48,47,38,30,varndean,cardinal_n,baca,30,31,35,56,30,40.8,"c(-0.137747, 50.823937)",-0.137747,50.823937
BN1 1WJ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WL,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WN,35,53,33,34,42,59,56,48,36,30,varndean,cardinal_n,ds,30,33,34,59,30,42.6,"c(-0.137187, 50.824459)",-0.137187,50.824459
BN1 1WP,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 1WR,34,51,29,33,40,58,59,48,36,29,cardinal_n,varndean,ds,29,29,33,59,29,41.7,"c(-0.137453, 50.825264)",-0.137453,50.825264
BN1 1WS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
