id,time_baca,time_blatchington,time_cardinal_n,time_ds,time_hove_park,time_kings,time_longhill,time_paca,time_patcham,time_varndean,first_closest_travel,second_closest_travel,third_closest_travel,first_closest_time,second_closest_time,third_closest_time,max_travel,min_travel,avg_travel,geometry,long,lat
BN2 4RA,29,77,60,48,66,82,63,76,59,41,baca,varndean,ds,29,41,48,82,29,60.1,"c(-0.109928, 50.843716)",-0.109928,50.843716
BN2 4RB,27,76,59,47,65,81,61,75,58,40,baca,varndean,ds,27,40,47,81,27,58.9,"c(-0.109463, 50.844329)",-0.109463,50.844329
BN2 4RD,27,78,61,49,67,83,62,77,60,42,baca,varndean,ds,27,42,49,83,27,60.6,"c(-0.107101, 50.845829)",-0.107101,50.845829
BN2 4RE,26,78,61,49,67,83,62,77,60,42,baca,varndean,ds,26,42,49,83,26,60.5,"c(-0.107706, 50.845632)",-0.107706,50.845632
BN2 4RF,25,81,64,52,70,84,78,79,61,45,baca,varndean,ds,25,45,52,84,25,63.9,"c(-0.105645, 50.848467)",-0.105645,50.848467
BN2 4RG,26,83,66,64,72,86,80,81,63,57,baca,varndean,patcham,26,57,63,86,26,67.8,"c(-0.105407, 50.847339)",-0.105407,50.847339
BN2 4RH,25,82,65,54,71,85,80,80,62,47,baca,varndean,ds,25,47,54,85,25,65.1,"c(-0.102909, 50.848684)",-0.102909,50.848684
BN2 4RJ,25,81,65,53,70,85,80,80,62,46,baca,varndean,ds,25,46,53,85,25,64.7,"c(-0.103282, 50.849985)",-0.103282,50.849985
BN2 4RL,25,81,65,53,70,85,79,80,62,46,baca,varndean,ds,25,46,53,85,25,64.6,"c(-0.103263, 50.8494)",-0.103263,50.8494
BN2 4RN,25,82,65,54,71,85,80,80,62,47,baca,varndean,ds,25,47,54,85,25,65.1,"c(-0.104803, 50.848571)",-0.104803,50.848571
BN2 4RP,25,81,65,53,70,85,79,80,62,46,baca,varndean,ds,25,46,53,85,25,64.6,"c(-0.104134, 50.848596)",-0.104134,50.848596
BN2 4RQ,25,84,67,65,73,87,80,82,64,58,baca,varndean,patcham,25,58,64,87,25,68.5,"c(-0.10223, 50.851056)",-0.10223,50.851056
BN2 4RR,24,82,65,54,71,85,80,80,62,47,baca,varndean,ds,24,47,54,85,24,65,"c(-0.103018, 50.850889)",-0.103018,50.850889
BN2 4RS,23,77,59,49,66,82,64,74,56,42,baca,varndean,ds,23,42,49,82,23,59.2,"c(-0.105231, 50.850979)",-0.105231,50.850979
BN2 4RT,23,77,59,49,66,82,64,74,56,42,baca,varndean,ds,23,42,49,82,23,59.2,"c(-0.105679, 50.851139)",-0.105679,50.851139
BN2 4RU,24,77,59,50,67,82,76,74,57,43,baca,varndean,ds,24,43,50,82,24,60.9,"c(-0.107158, 50.848987)",-0.107158,50.848987
BN2 4RW,20,74,56,47,63,79,61,70,50,40,baca,varndean,ds,20,40,47,79,20,56,"c(-0.108198, 50.848913)",-0.108198,50.848913
BN2 4RX,25,79,62,51,69,84,78,78,60,44,baca,varndean,ds,25,44,51,84,25,63,"c(-0.106096, 50.848565)",-0.106096,50.848565
BN2 4RY,25,79,62,51,69,84,77,78,60,44,baca,varndean,ds,25,44,51,84,25,62.9,"c(-0.103824, 50.850632)",-0.103824,50.850632
BN2 4RZ,24,77,60,49,67,82,65,75,57,42,baca,varndean,ds,24,42,49,82,24,59.8,"c(-0.104844, 50.849672)",-0.104844,50.849672
BN2 4SA,21,74,57,47,64,79,61,71,52,40,baca,varndean,ds,21,40,47,79,21,56.6,"c(-0.106323, 50.849975)",-0.106323,50.849975
BN2 4SB,20,74,57,48,64,79,64,71,46,42,baca,varndean,patcham,20,42,46,79,20,56.5,"c(-0.108427, 50.850293)",-0.108427,50.850293
BN2 4SD,18,72,53,47,62,78,62,68,44,41,baca,varndean,patcham,18,41,44,78,18,54.5,"c(-0.109169, 50.851622)",-0.109169,50.851622
BN2 4SE,20,74,57,48,64,79,64,71,46,42,baca,varndean,patcham,20,42,46,79,20,56.5,"c(-0.108427, 50.850293)",-0.108427,50.850293
BN2 4SF,18,72,53,47,62,78,62,68,44,41,baca,varndean,patcham,18,41,44,78,18,54.5,"c(-0.109169, 50.851622)",-0.109169,50.851622
BN2 4SG,18,72,53,47,62,78,62,68,44,41,baca,varndean,patcham,18,41,44,78,18,54.5,"c(-0.109169, 50.851622)",-0.109169,50.851622
BN2 4SH,18,72,53,47,62,78,62,68,44,41,baca,varndean,patcham,18,41,44,78,18,54.5,"c(-0.109169, 50.851622)",-0.109169,50.851622
BN2 4SJ,18,72,53,47,62,78,62,68,44,41,baca,varndean,patcham,18,41,44,78,18,54.5,"c(-0.109169, 50.851622)",-0.109169,50.851622
BN2 4ST,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4TA,22,72,48,41,61,78,60,68,51,33,baca,varndean,ds,22,33,41,78,22,53.4,"c(-0.112815, 50.844689)",-0.112815,50.844689
BN2 4TB,20,75,57,47,64,80,61,72,52,40,baca,varndean,ds,20,40,47,80,20,56.8,"c(-0.111975, 50.846492)",-0.111975,50.846492
BN2 4TD,23,74,56,45,63,79,60,70,52,38,baca,varndean,ds,23,38,45,79,23,56,"c(-0.111743, 50.845553)",-0.111743,50.845553
BN2 4TE,18,72,53,47,62,78,62,68,45,41,baca,varndean,patcham,18,41,45,78,18,54.6,"c(-0.110362, 50.848103)",-0.110362,50.848103
BN2 4TF,21,75,57,46,64,80,60,72,54,39,baca,varndean,ds,21,39,46,80,21,56.8,"c(-0.111127, 50.845696)",-0.111127,50.845696
BN2 4TG,25,74,57,45,63,79,60,73,56,38,baca,varndean,ds,25,38,45,79,25,57,"c(-0.110242, 50.84475)",-0.110242,50.84475
BN2 4TH,23,75,58,47,65,80,61,73,55,40,baca,varndean,ds,23,40,47,80,23,57.7,"c(-0.109811, 50.84661)",-0.109811,50.84661
BN2 4TJ,23,75,57,47,64,80,62,72,54,40,baca,varndean,ds,23,40,47,80,23,57.4,"c(-0.109374, 50.846891)",-0.109374,50.846891
BN2 4TL,23,76,59,48,66,81,62,74,56,41,baca,varndean,ds,23,41,48,81,23,58.6,"c(-0.108558, 50.846698)",-0.108558,50.846698
BN2 4TN,21,75,58,49,65,80,64,73,52,42,baca,varndean,ds,21,42,49,80,21,57.9,"c(-0.108108, 50.847635)",-0.108108,50.847635
BN2 4TP,25,76,59,47,65,81,62,75,58,40,baca,varndean,ds,25,40,47,81,25,58.8,"c(-0.108391, 50.846264)",-0.108391,50.846264
BN2 4TQ,24,75,58,46,64,80,61,74,57,39,baca,varndean,ds,24,39,46,80,24,57.8,"c(-0.108283, 50.845776)",-0.108283,50.845776
BN2 4TR,23,73,48,42,62,79,60,69,53,34,baca,varndean,ds,23,34,42,79,23,54.3,"c(-0.111195, 50.844007)",-0.111195,50.844007
BN2 4TS,19,73,55,46,63,79,62,69,46,41,baca,varndean,ds,19,41,46,79,19,55.3,"c(-0.111064, 50.8469)",-0.111064,50.8469
BN2 4TT,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4TU,28,76,59,47,65,81,62,75,58,40,baca,varndean,ds,28,40,47,81,28,59.1,"c(-0.10956, 50.844034)",-0.10956,50.844034
BN2 4WA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WB,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WD,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WE,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WF,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WG,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WH,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WJ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WL,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WT,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WY,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4WZ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4XA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4XE,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4YB,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YD,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YE,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YF,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YG,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YH,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YJ,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YN,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4YR,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YS,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YT,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4YU,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YW,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YX,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YY,23,73,48,42,62,79,60,69,52,34,baca,varndean,ds,23,34,42,79,23,54.2,"c(-0.112253, 50.844545)",-0.112253,50.844545
BN2 4YZ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4ZA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 4ZB,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5AA,46,60,41,52,49,64,39,56,54,45,longhill,cardinal_n,varndean,39,41,45,64,39,50.6,"c(-0.110995, 50.817643)",-0.110995,50.817643
BN2 5AB,46,60,42,52,49,64,39,56,55,45,longhill,cardinal_n,varndean,39,42,45,64,39,50.8,"c(-0.109741, 50.817776)",-0.109741,50.817776
BN2 5AD,45,60,41,51,49,64,30,55,54,44,longhill,cardinal_n,varndean,30,41,44,64,30,49.3,"c(-0.109546, 50.816963)",-0.109546,50.816963
BN2 5AE,46,60,42,52,49,64,40,56,54,45,longhill,cardinal_n,varndean,40,42,45,64,40,50.8,"c(-0.110487, 50.817932)",-0.110487,50.817932
BN2 5AF,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5AG,57,66,52,57,55,71,28,62,59,49,longhill,varndean,cardinal_n,28,49,52,71,28,55.6,"c(-0.105552, 50.821665)",-0.10555200000000001,50.821665
BN2 5AH,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5AJ,47,61,42,53,50,65,40,57,53,46,longhill,cardinal_n,varndean,40,42,46,65,40,51.4,"c(-0.110539, 50.816638)",-0.110539,50.816638
BN2 5AL,47,61,42,53,50,65,40,57,53,46,longhill,cardinal_n,varndean,40,42,46,65,40,51.4,"c(-0.110539, 50.816638)",-0.110539,50.816638
BN2 5AN,46,60,41,52,49,64,39,56,54,45,longhill,cardinal_n,varndean,39,41,45,64,39,50.6,"c(-0.110995, 50.817643)",-0.110995,50.817643
BN2 5AP,47,61,42,53,50,65,40,57,53,46,longhill,cardinal_n,varndean,40,42,46,65,40,51.4,"c(-0.110539, 50.816638)",-0.110539,50.816638
BN2 5AQ,59,67,54,60,56,72,29,63,62,52,longhill,varndean,cardinal_n,29,52,54,72,29,57.4,"c(-0.105342, 50.82123)",-0.105342,50.82123
BN2 5AR,59,67,54,60,56,72,29,63,62,52,longhill,varndean,cardinal_n,29,52,54,72,29,57.4,"c(-0.105342, 50.82123)",-0.105342,50.82123
BN2 5AS,46,60,41,52,49,64,39,56,54,45,longhill,cardinal_n,varndean,39,41,45,64,39,50.6,"c(-0.110995, 50.817643)",-0.110995,50.817643
BN2 5AT,57,66,52,57,55,71,28,62,59,49,longhill,varndean,cardinal_n,28,49,52,71,28,55.6,"c(-0.105552, 50.821665)",-0.10555200000000001,50.821665
BN2 5AU,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5AW,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5AX,59,67,54,60,56,72,29,63,62,52,longhill,varndean,cardinal_n,29,52,54,72,29,57.4,"c(-0.105342, 50.82123)",-0.105342,50.82123
BN2 5AY,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5AZ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5BA,42,58,40,48,47,63,40,53,51,41,cardinal_n,longhill,varndean,40,40,41,63,40,48.3,"c(-0.116862, 50.818611)",-0.116862,50.818611
BN2 5BB,42,58,40,48,47,63,40,53,50,41,cardinal_n,longhill,varndean,40,40,41,63,40,48.2,"c(-0.11577, 50.818602)",-0.11577,50.818602
BN2 5BD,48,62,43,54,51,66,47,59,57,47,cardinal_n,longhill,varndean,43,47,47,66,43,53.4,"c(-0.11369, 50.819489)",-0.11369,50.819489
BN2 5BE,45,60,41,51,49,64,45,55,55,44,cardinal_n,varndean,baca,41,44,45,64,41,50.9,"c(-0.118177, 50.819468)",-0.118177,50.819468
BN2 5BF,41,56,38,47,45,62,40,51,50,40,cardinal_n,longhill,varndean,38,40,40,62,38,47,"c(-0.117636, 50.818794)",-0.117636,50.818794
BN2 5BG,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5BH,46,60,42,52,49,64,42,55,53,45,cardinal_n,longhill,varndean,42,42,45,64,42,50.8,"c(-0.118979, 50.818573)",-0.118979,50.818573
BN2 5BJ,46,60,42,52,49,64,42,55,53,45,cardinal_n,longhill,varndean,42,42,45,64,42,50.8,"c(-0.118979, 50.818573)",-0.118979,50.818573
BN2 5BL,57,66,52,57,55,71,28,62,59,49,longhill,varndean,cardinal_n,28,49,52,71,28,55.6,"c(-0.105552, 50.821665)",-0.10555200000000001,50.821665
BN2 5BN,59,67,54,60,56,72,29,63,62,52,longhill,varndean,cardinal_n,29,52,54,72,29,57.4,"c(-0.105342, 50.82123)",-0.105342,50.82123
BN2 5BP,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5BQ,59,67,54,60,56,72,29,63,62,52,longhill,varndean,cardinal_n,29,52,54,72,29,57.4,"c(-0.105342, 50.82123)",-0.105342,50.82123
BN2 5BS,59,67,54,60,56,72,29,63,62,52,longhill,varndean,cardinal_n,29,52,54,72,29,57.4,"c(-0.105342, 50.82123)",-0.105342,50.82123
BN2 5BT,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5BU,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5BW,59,67,54,60,56,72,29,63,62,52,longhill,varndean,cardinal_n,29,52,54,72,29,57.4,"c(-0.105342, 50.82123)",-0.105342,50.82123
BN2 5BX,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5BY,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5BZ,59,67,54,60,56,72,29,63,62,52,longhill,varndean,cardinal_n,29,52,54,72,29,57.4,"c(-0.105342, 50.82123)",-0.105342,50.82123
BN2 5DA,56,66,47,59,55,71,59,61,61,51,cardinal_n,varndean,hove_park,47,51,55,71,47,58.6,"c(-0.116111, 50.820343)",-0.116111,50.820343
BN2 5DB,54,65,45,57,53,70,57,61,60,49,cardinal_n,varndean,hove_park,45,49,53,70,45,57.1,"c(-0.115542, 50.821072)",-0.115542,50.821072
BN2 5DD,57,67,47,60,56,72,59,63,62,52,cardinal_n,varndean,hove_park,47,52,56,72,47,59.5,"c(-0.1139, 50.821666)",-0.1139,50.821666
BN2 5DE,54,65,45,57,53,70,58,61,60,49,cardinal_n,varndean,hove_park,45,49,53,70,45,57.2,"c(-0.115898, 50.8207)",-0.115898,50.8207
BN2 5DF,56,67,48,58,56,72,58,63,60,50,cardinal_n,varndean,baca,48,50,56,72,48,58.8,"c(-0.112518, 50.821427)",-0.112518,50.821427
BN2 5DG,54,65,45,57,53,70,57,61,60,49,cardinal_n,varndean,hove_park,45,49,53,70,45,57.1,"c(-0.113139, 50.820826)",-0.113139,50.820826
BN2 5DH,52,63,43,56,52,67,48,60,58,48,cardinal_n,longhill,varndean,43,48,48,67,43,54.7,"c(-0.114705, 50.820366)",-0.114705,50.820366
BN2 5DJ,52,64,44,56,52,68,56,60,59,48,cardinal_n,varndean,baca,44,48,52,68,44,55.9,"c(-0.114137, 50.820716)",-0.114137,50.820716
BN2 5DL,56,66,47,59,55,71,59,62,61,51,cardinal_n,varndean,hove_park,47,51,55,71,47,58.7,"c(-0.113441, 50.821415)",-0.113441,50.821415
BN2 5DN,57,67,48,59,56,72,59,63,61,51,cardinal_n,varndean,hove_park,48,51,56,72,48,59.3,"c(-0.112732, 50.821755)",-0.112732,50.821755
BN2 5DP,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5DQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5DR,57,66,52,57,55,71,28,62,59,49,longhill,varndean,cardinal_n,28,49,52,71,28,55.6,"c(-0.105552, 50.821665)",-0.10555200000000001,50.821665
BN2 5DS,55,66,46,58,54,71,58,61,61,50,cardinal_n,varndean,hove_park,46,50,54,71,46,58,"c(-0.113195, 50.821178)",-0.113195,50.821178
BN2 5DT,58,68,56,58,57,74,28,64,60,50,longhill,varndean,cardinal_n,28,50,56,74,28,57.3,"c(-0.106601, 50.824848)",-0.106601,50.824848
BN2 5DU,58,67,54,58,56,72,29,63,60,50,longhill,varndean,cardinal_n,29,50,54,72,29,56.7,"c(-0.105997, 50.82223)",-0.105997,50.82223
BN2 5DW,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5DX,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5DY,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN2 5DZ,45,66,49,51,55,71,30,62,54,44,longhill,varndean,baca,30,44,45,71,30,52.7,"c(-0.106683, 50.82073)",-0.106683,50.82073
BN2 5EA,52,64,44,56,53,69,47,61,59,48,cardinal_n,longhill,varndean,44,47,48,69,44,55.3,"c(-0.111237, 50.819405)",-0.111237,50.819405
BN2 5EB,47,67,47,53,56,72,34,63,56,46,longhill,varndean,baca,34,46,47,72,34,54.1,"c(-0.109149, 50.820824)",-0.109149,50.820824
BN2 5ED,55,68,48,57,57,74,56,64,59,49,cardinal_n,varndean,baca,48,49,55,74,48,58.7,"c(-0.10949, 50.821163)",-0.10949,50.821163
BN2 5EE,46,70,52,52,58,75,32,66,55,45,longhill,varndean,baca,32,45,46,75,32,55.1,"c(-0.109793, 50.822463)",-0.109793,50.822463
BN2 5EF,45,70,49,51,58,75,32,66,54,44,longhill,varndean,baca,32,44,45,75,32,54.4,"c(-0.108578, 50.821606)",-0.108578,50.821606
BN2 5EG,46,70,54,52,59,75,33,66,55,45,longhill,varndean,baca,33,45,46,75,33,55.5,"c(-0.108451, 50.820534)",-0.108451,50.820534
BN2 5EH,44,71,56,50,61,77,31,67,53,43,longhill,varndean,baca,31,43,44,77,31,55.3,"c(-0.108136, 50.822355)",-0.108136,50.822355
BN2 5EJ,45,71,54,51,60,77,32,67,54,44,longhill,varndean,baca,32,44,45,77,32,55.5,"c(-0.108371, 50.822152)",-0.108371,50.822152
BN2 5EL,45,72,58,51,62,77,30,68,54,44,longhill,varndean,baca,30,44,45,77,30,56.1,"c(-0.109252, 50.824265)",-0.109252,50.824265
BN2 5EN,47,71,54,53,60,77,32,67,56,46,longhill,varndean,baca,32,46,47,77,32,56.3,"c(-0.110108, 50.822746)",-0.110108,50.822746
BN2 5EP,47,71,53,53,60,77,33,67,56,46,longhill,varndean,baca,33,46,47,77,33,56.3,"c(-0.110426, 50.822949)",-0.110426,50.822949
BN2 5EQ,57,68,49,58,57,74,57,64,60,50,cardinal_n,varndean,baca,49,50,57,74,49,59.4,"c(-0.111381, 50.821454)",-0.111381,50.821454
BN2 5ER,46,71,53,52,60,77,33,67,55,45,longhill,varndean,baca,33,45,46,77,33,55.9,"c(-0.110845, 50.823127)",-0.110845,50.823127
BN2 5ES,46,71,53,52,60,76,33,67,55,45,longhill,varndean,baca,33,45,46,76,33,55.8,"c(-0.111296, 50.823215)",-0.111296,50.823215
BN2 5ET,45,72,58,51,62,77,30,68,54,44,longhill,varndean,baca,30,44,45,77,30,56.1,"c(-0.108964, 50.824356)",-0.108964,50.824356
BN2 5EU,51,63,43,55,52,67,47,59,58,47,cardinal_n,longhill,varndean,43,47,47,67,43,54.2,"c(-0.113597, 50.820015)",-0.113597,50.820015
BN2 5EW,48,68,49,54,57,74,35,64,57,47,longhill,varndean,baca,35,47,48,74,35,55.3,"c(-0.11174, 50.822053)",-0.11174,50.822053
BN2 5EX,53,64,44,57,53,69,46,61,59,49,cardinal_n,longhill,varndean,44,46,49,69,44,55.5,"c(-0.110208, 50.819214)",-0.110208,50.819214
BN2 5EY,53,66,46,55,54,71,56,61,57,47,cardinal_n,varndean,baca,46,47,53,71,46,56.6,"c(-0.10976, 50.819755)",-0.10976,50.819755
BN2 5EZ,46,70,49,52,58,75,33,66,55,45,longhill,varndean,baca,33,45,46,75,33,54.9,"c(-0.108846, 50.821305)",-0.108846,50.821305
BN2 5FA,48,63,43,54,52,67,30,60,57,47,longhill,cardinal_n,varndean,30,43,47,67,30,52.1,"c(-0.106594, 50.818013)",-0.106594,50.818013
BN2 5FB,46,64,44,52,52,68,28,60,55,45,longhill,cardinal_n,varndean,28,44,45,68,28,51.4,"c(-0.106139, 50.818737)",-0.106139,50.818737
BN2 5FD,57,68,56,57,57,74,30,64,59,49,longhill,varndean,cardinal_n,30,49,56,74,30,57.1,"c(-0.10703, 50.822319)",-0.10703,50.822319
BN2 5FE,46,71,58,52,61,76,30,67,55,45,longhill,varndean,baca,30,45,46,76,30,56.1,"c(-0.108129, 50.823578)",-0.108129,50.823578
BN2 5FF,58,67,54,58,56,72,29,63,60,50,longhill,varndean,cardinal_n,29,50,54,72,29,56.7,"c(-0.106108, 50.821953)",-0.106108,50.821953
BN2 5FG,46,65,48,52,54,70,30,61,55,45,longhill,varndean,baca,30,45,46,70,30,52.6,"c(-0.106497, 50.819711)",-0.106497,50.819711
BN2 5FH,56,66,49,57,55,71,28,61,59,49,longhill,cardinal_n,varndean,28,49,49,71,28,55.1,"c(-0.105496, 50.823382)",-0.105496,50.823382
BN2 5FJ,59,70,58,60,59,75,28,66,62,52,longhill,varndean,cardinal_n,28,52,58,75,28,58.9,"c(-0.108077, 50.825214)",-0.108077,50.825214
BN2 5FL,60,71,60,62,61,76,28,67,63,54,longhill,varndean,baca,28,54,60,76,28,60.2,"c(-0.107386, 50.825445)",-0.107386,50.825445
BN2 5FN,62,72,61,64,62,78,28,68,65,59,longhill,varndean,cardinal_n,28,59,61,78,28,61.9,"c(-0.108005, 50.828765)",-0.108005,50.828765
BN2 5FP,62,73,61,65,63,79,28,69,66,59,longhill,varndean,cardinal_n,28,59,61,79,28,62.5,"c(-0.108648, 50.828299)",-0.108648,50.828299
BN2 5FQ,60,71,60,62,61,77,28,67,63,54,longhill,varndean,baca,28,54,60,77,28,60.3,"c(-0.107157, 50.830073)",-0.107157,50.830073
