pcds,oa21,pcd,pcd2,lsoa21,msoa21,oseast1m,osnrth1m,household_count,person_count,pcd_oa_hh_prop,pcd_oa_pers_prop,total_hh,married_couple_dependent_ch,cohabiting_couple_dependent_ch,lone_parent_dependent_ch,other_hh_dependent_ch,all_dependent_ch_hh,prop_hh_dependent_ch,x2021_output_area,total_dep_ch_0_18,asian_dep_ch_0_18,black_dep_ch_0_18,mixed_dep_ch_0_18,white_dep_ch_0_18,other_dep_ch_0_18,non_white_dep_ch_0_18,pcd_dep_ch_hh_count,pcd_dep_ch_hh_count_round,pcd_dep_ch_0_18_total_count,pcd_dep_ch_0_18_white_count,pcd_dep_ch_0_18_non_white_count,postcode_status,lsoa_code,lsoa_name,index_of_multiple_deprivation_rank,index_of_multiple_deprivation_decile,income_rank,income_decile,income_score,employment_rank,employment_decile,employment_score,education_and_skills_rank,education_and_skills_decile,health_and_disability_rank,health_and_disability_decile,crime_rank,crime_decile,barriers_to_housing_services_rank,barriers_to_housing_services_decile,living_environment_rank,living_environment_decile,idaci_rank,idaci_decile,idaci_score,idaopi_rank,idaopi_decile,idaopi_score,geometry,catchment_2024,catchment_2026
BN1 4ZJ,E00085678,BN1 4ZJ,BN1  4ZJ,E01016964,E02003517,531413,0105189,60,123,0.2553191489361702,0.25413223140495866,228,13,4,7,7,31,0.135964912,E00085678,45,5,1,3,33,3,12,7.914893617021276,8,11,8,3,Live,E01016964,Brighton and Hove 027C E01016964,4174,2,7360,3,0.189,8158,3,0.133,5749,2,1691,1,1429,1,9465,3,6787,3,5838,2,0.27,993,1,0.458,"c(-0.135322987900915, 50.8313269949073)",VarndeanStringer,VarndeanStringer
BN1 4ZL,E00085678,BN1 4ZL,BN1  4ZL,E01016964,E02003517,531461,0105232,9,16,0.03829787234042553,0.03305785123966942,228,13,4,7,7,31,0.135964912,E00085678,45,5,1,3,33,3,12,1.1872340425531915,1,1,1,0,Live,E01016964,Brighton and Hove 027C E01016964,4174,2,7360,3,0.189,8158,3,0.133,5749,2,1691,1,1429,1,9465,3,6787,3,5838,2,0.27,993,1,0.458,"c(-0.134625987900402, 50.8317029949076)",VarndeanStringer,VarndeanStringer
BN1 5AA,E00085496,BN1 5AA,BN1  5AA,E01016935,E02003504,530139,0105818,38,77,0.25165562913907286,0.25412541254125415,154,17,8,15,4,44,0.285714286,E00085496,58,7,2,2,42,5,16,11.072847682119205,11,15,11,4,Live,E01016935,Brighton and Hove 014C E01016935,18950,6,13983,5,0.118,22655,7,0.056,28899,9,15308,5,14773,5,11107,4,12141,4,17852,6,0.113,6921,3,0.25,"c(-0.153179987904665, 50.8372679949108)",VarndeanStringer,VarndeanStringer
BN1 5AB,E00085496,BN1 5AB,BN1  5AB,E01016935,E02003504,530203,0105798,37,76,0.24503311258278146,0.2508250825082508,154,17,8,15,4,44,0.285714286,E00085496,58,7,2,2,42,5,16,10.781456953642385,11,15,11,4,Live,E01016935,Brighton and Hove 014C E01016935,18950,6,13983,5,0.118,22655,7,0.056,28899,9,15308,5,14773,5,11107,4,12141,4,17852,6,0.113,6921,3,0.25,"c(-0.152278987904411, 50.8370739949107)",VarndeanStringer,VarndeanStringer
BN1 5AD,E00085496,BN1 5AD,BN1  5AD,E01016935,E02003504,530226,0105843,29,62,0.19205298013245034,0.20462046204620463,154,17,8,15,4,44,0.285714286,E00085496,58,7,2,2,42,5,16,8.450331125827814,8,12,9,3,Live,E01016935,Brighton and Hove 014C E01016935,18950,6,13983,5,0.118,22655,7,0.056,28899,9,15308,5,14773,5,11107,4,12141,4,17852,6,0.113,6921,3,0.25,"c(-0.151908987904023, 50.837466994911)",VarndeanStringer,VarndeanStringer
BN1 5AE,E00085861,BN1 5AE,BN1  5AE,E01017005,E02003501,529877,0106169,39,104,0.28888888888888886,0.31044776119402984,136,32,9,8,3,52,0.382352941,E00085861,83,7,0,2,73,1,10,15.02222222222222,15,26,23,3,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.156774987904204, 50.8404819949129)",VarndeanStringer,VarndeanStringer
BN1 5AF,E00085842,BN1 5AF,BN1  5AF,E01017005,E02003501,529818,0106372,12,45,0.09917355371900827,0.15202702702702703,120,25,7,6,3,41,0.341666667,E00085842,62,6,0,0,56,0,6,4.066115702479339,4,9,9,1,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.157540987903411, 50.8423189949142)",VarndeanStringer,VarndeanStringer
BN1 5AG,E00085861,BN1 5AG,BN1  5AG,E01017005,E02003501,529873,0106286,28,78,0.2074074074074074,0.23283582089552238,136,32,9,8,3,52,0.382352941,E00085861,83,7,0,2,73,1,10,10.785185185185185,11,19,17,2,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.156789987903575, 50.8415339949136)",VarndeanStringer,VarndeanStringer
BN1 5AH,E00085862,BN1 5AH,BN1  5AH,E01017006,E02003501,529949,0106181,33,85,0.33,0.35864978902953587,99,21,4,7,0,32,0.323232323,E00085862,53,1,0,2,50,0,3,10.56,11,19,18,1,Live,E01017006,Brighton and Hove 011E E01017006,23689,8,19348,6,0.081,23884,8,0.053,30351,10,22433,7,23216,8,17641,6,8105,3,19888,7,0.097,15040,5,0.14,"c(-0.155748987903727, 50.840572994913)",VarndeanStringer,VarndeanStringer
BN1 5AJ,E00085862,BN1 5AJ,BN1  5AJ,E01017006,E02003501,530019,0106081,33,87,0.33,0.3670886075949367,99,21,4,7,0,32,0.323232323,E00085862,53,1,0,2,50,0,3,10.56,11,19,18,1,Live,E01017006,Brighton and Hove 011E E01017006,23689,8,19348,6,0.081,23884,8,0.053,30351,10,22433,7,23216,8,17641,6,8105,3,19888,7,0.097,15040,5,0.14,"c(-0.154789987903884, 50.8396589949124)",VarndeanStringer,VarndeanStringer
BN1 5AL,E00085861,BN1 5AL,BN1  5AL,E01017005,E02003501,529962,0106212,68,153,0.5037037037037037,0.45671641791044776,136,32,9,8,3,52,0.382352941,E00085861,83,7,0,2,73,1,10,26.19259259259259,26,38,33,5,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.155552987903478, 50.8408489949132)",VarndeanStringer,VarndeanStringer
BN1 5AN,E00085860,BN1 5AN,BN1  5AN,E01017005,E02003501,529995,0106217,75,177,0.6097560975609756,0.6781609195402298,129,13,9,4,3,29,0.224806202,E00085860,46,0,1,4,41,0,5,17.682926829268293,18,31,28,3,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.155082987903262, 50.8408869949132)",VarndeanStringer,VarndeanStringer
BN1 5AP,E00085860,BN1 5AP,BN1  5AP,E01017005,E02003501,530016,0106256,48,84,0.3902439024390244,0.3218390804597701,129,13,9,4,3,29,0.224806202,E00085860,46,0,1,4,41,0,5,11.317073170731708,11,15,13,2,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.154770987902925, 50.8412319949135)",VarndeanStringer,VarndeanStringer
BN1 5AQ,E00085843,BN1 5AQ,BN1  5AQ,E01017006,E02003501,530030,0106281,38,93,0.2159090909090909,0.24538258575197888,151,14,6,11,2,33,0.218543046,E00085843,54,0,0,1,47,6,7,7.125,7,13,12,2,Live,E01017006,Brighton and Hove 011E E01017006,23689,8,19348,6,0.081,23884,8,0.053,30351,10,22433,7,23216,8,17641,6,8105,3,19888,7,0.097,15040,5,0.14,"c(-0.154535987902698, 50.8414479949137)",VarndeanStringer,VarndeanStringer
BN1 5AR,E00085862,BN1 5AR,BN1  5AR,E01017006,E02003501,529952,0106105,3,10,0.03,0.04219409282700422,99,21,4,7,0,32,0.323232323,E00085862,53,1,0,2,50,0,3,0.96,1,2,2,0,Live,E01017006,Brighton and Hove 011E E01017006,23689,8,19348,6,0.081,23884,8,0.053,30351,10,22433,7,23216,8,17641,6,8105,3,19888,7,0.097,15040,5,0.14,"c(-0.155732987904133, 50.8398899949125)",VarndeanStringer,VarndeanStringer
BN1 5AW,E00085496,BN1 5AW,BN1  5AW,E01016935,E02003504,530261,0105860,15,19,0.09933774834437085,0.0627062706270627,154,17,8,15,4,44,0.285714286,E00085496,58,7,2,2,42,5,16,4.370860927152318,4,4,3,1,Live,E01016935,Brighton and Hove 014C E01016935,18950,6,13983,5,0.118,22655,7,0.056,28899,9,15308,5,14773,5,11107,4,12141,4,17852,6,0.113,6921,3,0.25,"c(-0.151433987903735, 50.8376179949111)",VarndeanStringer,VarndeanStringer
BN1 5AX,E00085492,BN1 5AX,BN1  5AX,E01016935,E02003504,530276,0105868,17,23,0.12686567164179105,0.08098591549295775,132,19,4,10,3,36,0.272727273,E00085492,58,5,0,2,48,3,10,4.567164179104478,5,5,4,1,Live,E01016935,Brighton and Hove 014C E01016935,18950,6,13983,5,0.118,22655,7,0.056,28899,9,15308,5,14773,5,11107,4,12141,4,17852,6,0.113,6921,3,0.25,"c(-0.151217987903604, 50.8376869949112)",VarndeanStringer,VarndeanStringer
BN1 5AZ,E00085878,BN1 5AZ,BN1  5AZ,E01017000,E02003493,529835,0107906,37,43,0.16444444444444445,0.11528150134048257,231,12,6,16,4,38,0.164502165,E00085878,53,7,6,0,37,3,16,6.248888888888889,6,6,4,2,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.156755987894759, 50.8561029949238)",Patcham,Patcham
BN1 5BA,E00085856,BN1 5BA,BN1  5BA,E01017005,E02003501,529739,0106396,10,29,0.05952380952380952,0.06807511737089202,169,43,5,11,3,62,0.366863905,E00085856,102,1,2,4,87,8,15,3.6904761904761902,4,7,6,1,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.158652987903728, 50.8425529949143)",VarndeanStringer,VarndeanStringer
BN1 5BB,E00085859,BN1 5BB,BN1  5BB,E01017002,E02003501,529679,0106639,27,70,0.2872340425531915,0.3167420814479638,98,16,1,1,2,20,0.204081633,E00085859,40,10,0,0,26,4,14,5.74468085106383,6,13,8,4,Live,E01017002,Brighton and Hove 011B E01017002,28172,9,24249,8,0.058,28528,9,0.038,27285,9,27265,9,23845,8,13030,4,19417,6,23640,8,0.072,21637,7,0.09,"c(-0.159391987902708, 50.8447449949158)",VarndeanStringer,VarndeanStringer
BN1 5BD,E00085886,BN1 5BD,BN1  5BD,E01017005,E02003501,529714,0106660,54,117,0.36,0.3136729222520107,150,31,6,8,3,48,0.32,E00085886,84,3,4,1,76,0,8,17.28,17,26,24,3,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.1589149879024, 50.8449309949159)",VarndeanStringer,VarndeanStringer
BN1 5BE,E00085886,BN1 5BE,BN1  5BE,E01017005,E02003501,529738,0106678,47,125,0.31333333333333335,0.3351206434316354,150,31,6,8,3,48,0.32,E00085886,84,3,4,1,76,0,8,15.040000000000001,15,28,25,3,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.158567987902162, 50.8450879949161)",VarndeanStringer,VarndeanStringer
BN1 5BF,E00085856,BN1 5BF,BN1  5BF,E01017005,E02003501,529788,0106518,42,103,0.25,0.24178403755868544,169,43,5,11,3,62,0.366863905,E00085856,102,1,2,4,87,8,15,15.5,16,25,21,4,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.157914987902767, 50.8436379949151)",VarndeanStringer,VarndeanStringer
BN1 5BG,E00085886,BN1 5BG,BN1  5BG,E01017005,E02003501,529768,0106688,23,61,0.15333333333333332,0.16353887399463807,150,31,6,8,3,48,0.32,E00085886,84,3,4,1,76,0,8,7.359999999999999,7,14,12,1,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.158137987901933, 50.8451709949161)",VarndeanStringer,VarndeanStringer
BN1 5BH,E00085886,BN1 5BH,BN1  5BH,E01017005,E02003501,529795,0106711,21,59,0.14,0.1581769436997319,150,31,6,8,3,48,0.32,E00085886,84,3,4,1,76,0,8,6.720000000000001,7,13,12,1,Live,E01017005,Brighton and Hove 011D E01017005,30046,10,26890,9,0.047,26813,9,0.044,31020,10,28695,9,28744,9,25579,8,12498,4,27596,9,0.049,19925,7,0.101,"c(-0.157746987901652, 50.8453709949163)",VarndeanStringer,VarndeanStringer
BN1 5BJ,E00085859,BN1 5BJ,BN1  5BJ,E01017002,E02003501,529650,0106919,9,13,0.09574468085106383,0.058823529411764705,98,16,1,1,2,20,0.204081633,E00085859,40,10,0,0,26,4,14,1.9148936170212765,2,2,2,1,Live,E01017002,Brighton and Hove 011B E01017002,28172,9,24249,8,0.058,28528,9,0.038,27285,9,27265,9,23845,8,13030,4,19417,6,23640,8,0.072,21637,7,0.09,"c(-0.159703987901313, 50.8472679949176)",VarndeanStringer,VarndeanStringer
BN1 5BL,E00085853,BN1 5BL,BN1  5BL,E01017002,E02003501,529711,0107052,34,102,0.22818791946308725,0.25757575757575757,146,39,5,8,4,56,0.383561644,E00085853,97,6,0,3,85,3,12,12.778523489932887,13,25,22,3,Live,E01017002,Brighton and Hove 011B E01017002,28172,9,24249,8,0.058,28528,9,0.038,27285,9,27265,9,23845,8,13030,4,19417,6,23640,8,0.072,21637,7,0.09,"c(-0.15881898790023, 50.8484549949184)",VarndeanStringer,VarndeanStringer
BN1 5BN,E00085853,BN1 5BN,BN1  5BN,E01017002,E02003501,529816,0107201,3,18,0.020134228187919462,0.045454545454545456,146,39,5,8,4,56,0.383561644,E00085853,97,6,0,3,85,3,12,1.1275167785234899,1,4,4,1,Live,E01017002,Brighton and Hove 011B E01017002,28172,9,24249,8,0.058,28528,9,0.038,27285,9,27265,9,23845,8,13030,4,19417,6,23640,8,0.072,21637,7,0.09,"c(-0.157274987898798, 50.8497709949194)",VarndeanStringer,VarndeanStringer
BN1 5BP,E00085853,BN1 5BP,BN1  5BP,E01017002,E02003501,529753,0107296,10,28,0.06711409395973154,0.0707070707070707,146,39,5,8,4,56,0.383561644,E00085853,97,6,0,3,85,3,12,3.7583892617449663,4,7,6,1,Live,E01017002,Brighton and Hove 011B E01017002,28172,9,24249,8,0.058,28528,9,0.038,27285,9,27265,9,23845,8,13030,4,19417,6,23640,8,0.072,21637,7,0.09,"c(-0.158108987898622, 50.85063299492)",VarndeanStringer,VarndeanStringer
BN1 5BQ,E00085870,BN1 5BQ,BN1  5BQ,E01016999,E02003493,529119,0108092,30,70,0.24390243902439024,0.22082018927444794,112,33,2,1,3,39,0.348214286,E00085870,63,2,0,0,57,4,6,9.512195121951219,10,14,13,1,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.166856987897829, 50.8579349949248)",Patcham,Patcham
BN1 5BS,E00085853,BN1 5BS,BN1  5BS,E01017002,E02003501,529748,0107199,5,14,0.03355704697986577,0.03535353535353535,146,39,5,8,4,56,0.383561644,E00085853,97,6,0,3,85,3,12,1.8791946308724832,2,3,3,0,Live,E01017002,Brighton and Hove 011B E01017002,28172,9,24249,8,0.058,28528,9,0.038,27285,9,27265,9,23845,8,13030,4,19417,6,23640,8,0.072,21637,7,0.09,"c(-0.158241987899199, 50.8497679949194)",VarndeanStringer,VarndeanStringer
BN1 5DA,E00085460,BN1 5DA,BN1  5DA,E01016938,E02003514,530362,0105530,13,30,0.07784431137724551,0.09036144578313253,171,18,6,14,2,40,0.233918129,E00085460,54,0,3,1,47,3,7,3.1137724550898205,3,5,4,1,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.150117987905, 50.8346299949091)",VarndeanStringer,VarndeanStringer
BN1 5DB,E00085459,BN1 5DB,BN1  5DB,E01016938,E02003514,530378,0105568,71,160,0.6120689655172413,0.6504065040650406,118,22,3,4,2,31,0.262711864,E00085459,50,1,0,1,48,0,2,18.97413793103448,19,33,31,1,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.149876987904697, 50.8349669949093)",VarndeanStringer,VarndeanStringer
BN1 5DD,E00184818,BN1 5DD,BN1  5DD,E01016938,E02003514,530644,0105398,86,170,0.6466165413533834,0.6028368794326241,115,8,1,1,1,11,0.095652174,E00184818,16,1,0,0,15,0,1,7.112781954887217,7,10,9,1,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.146161987904127, 50.8333799949083)",VarndeanStringer,VarndeanStringer
BN1 5DE,E00085502,BN1 5DE,BN1  5DE,E01016936,E02003504,530466,0105491,36,76,0.3,0.2550335570469799,121,30,11,6,1,48,0.396694215,E00085502,81,0,0,0,79,2,2,14.399999999999999,14,21,20,1,Live,E01016936,Brighton and Hove 014D E01016936,24899,8,26434,9,0.049,26927,9,0.043,31874,10,24482,8,21269,7,14900,5,4687,2,23674,8,0.072,19526,6,0.104,"c(-0.148654987904624, 50.8342559949089)",VarndeanStringer,VarndeanStringer
BN1 5DF,E00085502,BN1 5DF,BN1  5DF,E01016936,E02003504,530501,0105579,38,97,0.31666666666666665,0.32550335570469796,121,30,11,6,1,48,0.396694215,E00085502,81,0,0,0,79,2,2,15.2,15,26,26,1,Live,E01016936,Brighton and Hove 014D E01016936,24899,8,26434,9,0.049,26927,9,0.043,31874,10,24482,8,21269,7,14900,5,4687,2,23674,8,0.072,19526,6,0.104,"c(-0.148126987903932, 50.8350389949094)",VarndeanStringer,VarndeanStringer
BN1 5DG,E00085502,BN1 5DG,BN1  5DG,E01016936,E02003504,530502,0105506,46,125,0.38333333333333336,0.41946308724832215,121,30,11,6,1,48,0.396694215,E00085502,81,0,0,0,79,2,2,18.400000000000002,18,34,33,1,Live,E01016936,Brighton and Hove 014D E01016936,24899,8,26434,9,0.049,26927,9,0.043,31874,10,24482,8,21269,7,14900,5,4687,2,23674,8,0.072,19526,6,0.104,"c(-0.148138987904336, 50.834381994909)",VarndeanStringer,VarndeanStringer
BN1 5DH,E00085501,BN1 5DH,BN1  5DH,E01016938,E02003514,530560,0105504,51,100,0.42857142857142855,0.4,118,18,6,5,0,29,0.245762712,E00085501,37,3,1,0,32,1,5,12.428571428571427,12,15,13,2,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.147316987904015, 50.834350994909)",VarndeanStringer,VarndeanStringer
BN1 5DJ,E00085501,BN1 5DJ,BN1  5DJ,E01016938,E02003514,530586,0105475,68,150,0.5714285714285714,0.6,118,18,6,5,0,29,0.245762712,E00085501,37,3,1,0,32,1,5,16.57142857142857,17,22,19,3,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.146957987904029, 50.8340849949088)",VarndeanStringer,VarndeanStringer
BN1 5DL,E00085461,BN1 5DL,BN1  5DL,E01016936,E02003504,530678,0105490,67,145,0.46853146853146854,0.45454545454545453,144,18,8,11,2,39,0.270833333,E00085461,57,1,0,0,55,1,2,18.272727272727273,18,26,25,1,Live,E01016936,Brighton and Hove 014D E01016936,24899,8,26434,9,0.049,26927,9,0.043,31874,10,24482,8,21269,7,14900,5,4687,2,23674,8,0.072,19526,6,0.104,"c(-0.14564698790342, 50.8341989949089)",VarndeanStringer,VarndeanStringer
BN1 5DN,E00085461,BN1 5DN,BN1  5DN,E01016936,E02003504,530657,0105475,27,67,0.1888111888111888,0.21003134796238246,144,18,8,11,2,39,0.270833333,E00085461,57,1,0,0,55,1,2,7.363636363636363,7,12,12,0,Live,E01016936,Brighton and Hove 014D E01016936,24899,8,26434,9,0.049,26927,9,0.043,31874,10,24482,8,21269,7,14900,5,4687,2,23674,8,0.072,19526,6,0.104,"c(-0.145949987903624, 50.8340689949088)",VarndeanStringer,VarndeanStringer
BN1 5DP,E00085461,BN1 5DP,BN1  5DP,E01016936,E02003504,530646,0105425,42,94,0.2937062937062937,0.2946708463949843,144,18,8,11,2,39,0.270833333,E00085461,57,1,0,0,55,1,2,11.454545454545455,11,17,16,1,Live,E01016936,Brighton and Hove 014D E01016936,24899,8,26434,9,0.049,26927,9,0.043,31874,10,24482,8,21269,7,14900,5,4687,2,23674,8,0.072,19526,6,0.104,"c(-0.146123987903966, 50.8336219949085)",VarndeanStringer,VarndeanStringer
BN1 5DQ,E00184818,BN1 5DQ,BN1  5DQ,E01016938,E02003514,530639,0105364,47,112,0.3533834586466165,0.3971631205673759,115,8,1,1,1,11,0.095652174,E00184818,16,1,0,0,15,0,1,3.887218045112782,4,6,6,0,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.146244987904347, 50.8330749949081)",VarndeanStringer,VarndeanStringer
BN1 5DR,E00085461,BN1 5DR,BN1  5DR,E01016936,E02003504,530595,0105597,7,13,0.04895104895104895,0.04075235109717868,144,18,8,11,2,39,0.270833333,E00085461,57,1,0,0,55,1,2,1.9090909090909092,2,2,2,0,Live,E01016936,Brighton and Hove 014D E01016936,24899,8,26434,9,0.049,26927,9,0.043,31874,10,24482,8,21269,7,14900,5,4687,2,23674,8,0.072,19526,6,0.104,"c(-0.146786987903295, 50.8351789949095)",VarndeanStringer,VarndeanStringer
BN1 5DS,E00085459,BN1 5DS,BN1  5DS,E01016938,E02003514,530304,0105635,5,10,0.04310344827586207,0.04065040650406504,118,22,3,4,2,31,0.262711864,E00085459,50,1,0,1,48,0,2,1.3362068965517242,1,2,2,0,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.150902987904745, 50.8355859949097)",VarndeanStringer,VarndeanStringer
BN1 5DT,E00085460,BN1 5DT,BN1  5DT,E01016938,E02003514,530320,0105614,4,11,0.023952095808383235,0.03313253012048193,171,18,6,14,2,40,0.233918129,E00085460,54,0,3,1,47,3,7,0.9580838323353293,1,2,2,0,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.15068398790477, 50.8353939949096)",VarndeanStringer,VarndeanStringer
BN1 5DU,E00085459,BN1 5DU,BN1  5DU,E01016938,E02003514,530302,0105646,7,20,0.0603448275862069,0.08130081300813008,118,22,3,4,2,31,0.262711864,E00085459,50,1,0,1,48,0,2,1.870689655172414,2,4,4,0,Live,E01016938,Brighton and Hove 024A E01016938,21417,7,20315,7,0.076,23511,8,0.054,27771,9,21208,7,29302,9,14227,5,3316,2,22383,7,0.079,10699,4,0.19,"c(-0.150927987904694, 50.8356859949098)",VarndeanStringer,VarndeanStringer
BN1 5EB,E00085868,BN1 5EB,BN1  5EB,E01017000,E02003493,529787,0107896,25,71,0.21008403361344538,0.24067796610169492,118,23,5,4,3,35,0.296610169,E00085868,55,6,0,1,48,0,7,7.352941176470589,7,13,12,2,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.15744098789509, 50.8560239949238)",Patcham,Patcham
BN1 5ED,E00085865,BN1 5ED,BN1  5ED,E01016998,E02003493,529682,0108099,28,70,0.2545454545454545,0.24475524475524477,112,23,9,8,7,47,0.419642857,E00085865,81,4,0,3,72,2,9,11.963636363636363,12,20,18,2,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.158859987894561, 50.857871994925)",Patcham,Patcham
BN1 5EE,E00085845,BN1 5EE,BN1  5EE,E01016998,E02003493,529707,0108201,30,75,0.26785714285714285,0.24916943521594684,109,30,9,7,2,48,0.440366972,E00085845,88,0,2,1,83,2,5,12.857142857142858,13,22,21,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.158440987893841, 50.8587769949257)",Patcham,Patcham
BN1 5EF,E00085845,BN1 5EF,BN1  5EF,E01016998,E02003493,529839,0108261,23,63,0.20535714285714285,0.20930232558139536,109,30,9,7,2,48,0.440366972,E00085845,88,0,2,1,83,2,5,9.857142857142858,10,18,17,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.156572987892758, 50.8592929949261)",Patcham,Patcham
BN1 5EG,E00085845,BN1 5EG,BN1  5EG,E01016998,E02003493,529847,0108097,16,35,0.14285714285714285,0.11627906976744186,109,30,9,7,2,48,0.440366972,E00085845,88,0,2,1,83,2,5,6.857142857142857,7,10,10,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.156517987893625, 50.857816994925)",Patcham,Patcham
BN1 5EH,E00085863,BN1 5EH,BN1  5EH,E01016998,E02003493,529870,0108322,29,83,0.26126126126126126,0.282312925170068,110,20,6,8,4,38,0.345454545,E00085863,73,1,2,3,64,3,9,9.927927927927929,10,21,18,3,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.15611098789224, 50.8598339949265)",Patcham,Patcham
