pcds,oa21,pcd,pcd2,lsoa21,msoa21,oseast1m,osnrth1m,household_count,person_count,pcd_oa_hh_prop,pcd_oa_pers_prop,total_hh,married_couple_dependent_ch,cohabiting_couple_dependent_ch,lone_parent_dependent_ch,other_hh_dependent_ch,all_dependent_ch_hh,prop_hh_dependent_ch,x2021_output_area,total_dep_ch_0_18,asian_dep_ch_0_18,black_dep_ch_0_18,mixed_dep_ch_0_18,white_dep_ch_0_18,other_dep_ch_0_18,non_white_dep_ch_0_18,pcd_dep_ch_hh_count,pcd_dep_ch_hh_count_round,pcd_dep_ch_0_18_total_count,pcd_dep_ch_0_18_white_count,pcd_dep_ch_0_18_non_white_count,postcode_status,lsoa_code,lsoa_name,index_of_multiple_deprivation_rank,index_of_multiple_deprivation_decile,income_rank,income_decile,income_score,employment_rank,employment_decile,employment_score,education_and_skills_rank,education_and_skills_decile,health_and_disability_rank,health_and_disability_decile,crime_rank,crime_decile,barriers_to_housing_services_rank,barriers_to_housing_services_decile,living_environment_rank,living_environment_decile,idaci_rank,idaci_decile,idaci_score,idaopi_rank,idaopi_decile,idaopi_score,geometry,catchment_2024,catchment_2026
BN1 1RN,E00085697,BN1 1RN,BN1  1RN,E01016969,E02003517,530987,0104386,28,54,0.16374269005847952,0.17252396166134185,177,4,1,12,2,19,0.107344633,E00085697,26,3,3,1,19,0,7,3.1111111111111107,3,4,3,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.14162698790782, 50.8241999949021)",VarndeanStringer,VarndeanStringer
BN1 1RQ,E00085697,BN1 1RQ,BN1  1RQ,E01016969,E02003517,530956,0104356,12,25,0.07017543859649122,0.07987220447284345,177,4,1,12,2,19,0.107344633,E00085697,26,3,3,1,19,0,7,1.3333333333333333,1,2,2,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.142105987908171, 50.8239439949019)",VarndeanStringer,VarndeanStringer
BN1 1RR,E00085586,BN1 1RR,BN1  1RR,E01016952,E02003517,530866,0104294,2,2,0.008583690987124463,0.00423728813559322,241,6,11,3,2,22,0.091286307,E00085586,32,5,0,1,24,2,8,0.18884120171673818,0,0,0,0,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.143404987909031, 50.8234069949015)",VarndeanStringer,VarndeanStringer
BN1 1RS,E00085697,BN1 1RS,BN1  1RS,E01016969,E02003517,530905,0104392,38,55,0.2222222222222222,0.1757188498402556,177,4,1,12,2,19,0.107344633,E00085697,26,3,3,1,19,0,7,4.222222222222222,4,5,3,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.142816987908261, 50.8242789949021)",VarndeanStringer,VarndeanStringer
BN1 1RT,E00085696,BN1 1RT,BN1  1RT,E01016969,E02003517,531081,0104349,3,5,0.016042780748663103,0.01730103806228374,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,0.09625668449197862,0,0,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.1403349879075, 50.8238529949019)",VarndeanStringer,VarndeanStringer
BN1 1TT,E00085696,BN1 1TT,BN1  1TT,E01016969,E02003517,531091,0104536,36,46,0.1925133689839572,0.15916955017301038,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,1.1550802139037433,1,1,1,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.140125987906397, 50.8255309949031)",VarndeanStringer,VarndeanStringer
BN1 1TY,E00085696,BN1 1TY,BN1  1TY,E01016969,E02003517,531088,0104441,13,14,0.06951871657754011,0.04844290657439446,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,0.41711229946524064,0,0,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.140202987906945, 50.8246779949025)",VarndeanStringer,VarndeanStringer
BN1 1TZ,E00085696,BN1 1TZ,BN1  1TZ,E01016969,E02003517,531053,0104542,29,32,0.15508021390374332,0.11072664359861592,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,0.93048128342246,1,1,1,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.140662987906579, 50.8255939949031)",VarndeanStringer,VarndeanStringer
BN1 1UA,E00085667,BN1 1UA,BN1  1UA,E01033328,E02003517,531334,0104548,12,22,0.05150214592274678,0.05057471264367816,203,3,1,12,8,24,0.118226601,E00085667,32,2,0,4,24,2,8,1.2360515021459229,1,2,1,0,Live,E01033328,Brighton and Hove 027F E01033328,9034,3,15880,5,0.103,14392,5,0.09,16107,5,7463,3,1279,1,8642,3,3930,2,14186,5,0.148,8897,3,0.216,"c(-0.136673987904948, 50.8255839949032)",VarndeanStringer,VarndeanStringer
BN1 1UB,E00085698,BN1 1UB,BN1  1UB,E01016969,E02003517,531308,0104441,25,49,0.14285714285714285,0.1526479750778816,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,3.142857142857143,3,6,4,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.137052987905686, 50.8246219949026)",VarndeanStringer,VarndeanStringer
BN1 1UD,E00085698,BN1 1UD,BN1  1UD,E01016969,E02003517,531218,0104378,2,3,0.011428571428571429,0.009345794392523364,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,0.25142857142857145,0,0,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.138379987906558, 50.8240819949021)",VarndeanStringer,VarndeanStringer
BN1 1UF,E00085696,BN1 1UF,BN1  1UF,E01016969,E02003517,531134,0104312,2,3,0.0106951871657754,0.010380622837370242,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,0.0641711229946524,0,0,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.139567987907397, 50.8235019949017)",VarndeanStringer,VarndeanStringer
BN1 1UG,E00085698,BN1 1UG,BN1  1UG,E01016969,E02003517,531169,0104335,1,1,0.005714285714285714,0.003115264797507788,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,0.12571428571428572,0,0,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.13906298790707, 50.8237009949018)",VarndeanStringer,VarndeanStringer
BN1 1UJ,E00085696,BN1 1UJ,BN1  1UJ,E01016969,E02003517,531099,0104421,4,9,0.0213903743315508,0.031141868512110725,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,0.1283422459893048,0,0,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.140025987906988, 50.8244899949023)",VarndeanStringer,VarndeanStringer
BN1 1UL,E00085698,BN1 1UL,BN1  1UL,E01016969,E02003517,531154,0104447,9,19,0.05142857142857143,0.059190031152647975,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,1.1314285714285715,1,2,2,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.139263987906537, 50.8247169949025)",VarndeanStringer,VarndeanStringer
BN1 1UN,E00085698,BN1 1UN,BN1  1UN,E01016969,E02003517,531147,0104470,14,20,0.08,0.06230529595015576,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,1.76,2,2,2,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.139354987906448, 50.8249249949027)",VarndeanStringer,VarndeanStringer
BN1 1UP,E00085698,BN1 1UP,BN1  1UP,E01016969,E02003517,531124,0104478,4,8,0.022857142857142857,0.024922118380062305,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,0.5028571428571429,1,1,1,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.139678987906534, 50.8250019949027)",VarndeanStringer,VarndeanStringer
BN1 1UQ,E00085698,BN1 1UQ,BN1  1UQ,E01016969,E02003517,531115,0104486,11,23,0.06285714285714286,0.07165109034267912,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,1.382857142857143,1,3,2,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.139802987906541, 50.8250759949027)",VarndeanStringer,VarndeanStringer
BN1 1UR,E00085696,BN1 1UR,BN1  1UR,E01016969,E02003517,531102,0104489,31,61,0.1657754010695187,0.21107266435986158,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,0.9946524064171123,1,2,1,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.139986987906598, 50.8251059949028)",VarndeanStringer,VarndeanStringer
BN1 1US,E00085696,BN1 1US,BN1  1US,E01016969,E02003517,531085,0104402,1,1,0.0053475935828877,0.0034602076124567475,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,0.0320855614973262,0,0,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.14025898790718, 50.8243279949022)",VarndeanStringer,VarndeanStringer
BN1 1UU,E00085698,BN1 1UU,BN1  1UU,E01016969,E02003517,531188,0104517,35,57,0.2,0.17757009345794392,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,4.4,4,7,5,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.138755987905952, 50.825337994903)",VarndeanStringer,VarndeanStringer
BN1 1UW,E00085696,BN1 1UW,BN1  1UW,E01016969,E02003517,531074,0104407,12,22,0.06417112299465241,0.07612456747404844,184,2,1,3,0,6,0.032608696,E00085696,8,0,0,0,6,2,2,0.3850267379679145,0,1,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.140412987907215, 50.8243759949023)",VarndeanStringer,VarndeanStringer
BN1 1WR,E00085698,BN1 1WR,BN1  1WR,E01016969,E02003517,531280,0104511,7,5,0.04,0.01557632398753894,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,0.88,1,1,0,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.137452987905462, 50.825263994903)",VarndeanStringer,VarndeanStringer
BN1 1XF,E00085698,BN1 1XF,BN1  1XF,E01016969,E02003517,531261,0104510,14,28,0.08,0.08722741433021806,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,1.76,2,3,3,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.137722987905576, 50.825258994903)",VarndeanStringer,VarndeanStringer
BN1 1YA,E00085698,BN1 1YA,BN1  1YA,E01016969,E02003517,531246,0104523,21,39,0.12,0.12149532710280374,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,2.6399999999999997,3,4,4,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.13790298790558, 50.825372994903)",VarndeanStringer,VarndeanStringer
BN1 1YB,E00085668,BN1 1YB,BN1  1YB,E01016969,E02003517,531095,0104553,9,24,0.06,0.0821917808219178,149,8,5,8,3,24,0.161073826,E00085668,34,2,1,1,30,0,4,1.44,1,3,2,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.14006298790628, 50.8256829949032)",VarndeanStringer,VarndeanStringer
BN1 1YD,E00085668,BN1 1YD,BN1  1YD,E01016969,E02003517,531060,0104582,19,36,0.12666666666666668,0.1232876712328767,149,8,5,8,3,24,0.161073826,E00085668,34,2,1,1,30,0,4,3.04,3,4,4,0,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.140549987906316, 50.8259519949033)",VarndeanStringer,VarndeanStringer
BN1 1YE,E00085667,BN1 1YE,BN1  1YE,E01033328,E02003517,531254,0104546,8,17,0.034334763948497854,0.03908045977011494,203,3,1,12,8,24,0.118226601,E00085667,32,2,0,4,24,2,8,0.8240343347639485,1,1,1,0,Live,E01033328,Brighton and Hove 027F E01033328,9034,3,15880,5,0.103,14392,5,0.09,16107,5,7463,3,1279,1,8642,3,3930,2,14186,5,0.148,8897,3,0.216,"c(-0.137809987905415, 50.8255839949032)",VarndeanStringer,VarndeanStringer
BN1 1YF,E00085698,BN1 1YF,BN1  1YF,E01016969,E02003517,531272,0104484,17,42,0.09714285714285714,0.1308411214953271,185,4,4,14,0,22,0.118918919,E00085698,37,5,0,2,29,1,8,2.137142857142857,2,5,4,1,Live,E01016969,Brighton and Hove 027E E01016969,4311,2,3992,2,0.25,7571,3,0.139,16187,5,4655,2,912,1,6704,3,5065,2,2,1,0.798,7482,3,0.24,"c(-0.137575987905658, 50.8250229949028)",VarndeanStringer,VarndeanStringer
BN1 1YW,E00085667,BN1 1YW,BN1  1YW,E01033328,E02003517,531319,0104541,4,4,0.017167381974248927,0.009195402298850575,203,3,1,12,8,24,0.118226601,E00085667,32,2,0,4,24,2,8,0.41201716738197425,0,0,0,0,Live,E01033328,Brighton and Hove 027F E01033328,9034,3,15880,5,0.103,14392,5,0.09,16107,5,7463,3,1279,1,8642,3,3930,2,14186,5,0.148,8897,3,0.216,"c(-0.136888987905073, 50.8255239949032)",VarndeanStringer,VarndeanStringer
BN1 2AA,E00085577,BN1 2AA,BN1  2AA,E01016953,E02003517,530127,0104440,14,24,0.08588957055214724,0.07766990291262135,154,11,4,6,1,22,0.142857143,E00085577,35,0,1,1,28,5,7,1.8895705521472395,2,3,2,1,Live,E01016953,Brighton and Hove 027B E01016953,18573,6,22355,7,0.066,26880,9,0.043,25079,8,21888,7,6118,2,13915,5,2721,1,16301,5,0.127,20177,7,0.099,"c(-0.153838987912426, 50.8248859949021)",HoveBlatchington,HoveBlatchington
BN1 2AB,E00085025,BN1 2AB,BN1  2AB,E01016850,E02003519,530031,0104488,8,16,0.05333333333333334,0.06015037593984962,139,9,5,3,1,18,0.129496403,E00085025,26,0,0,2,24,0,2,0.9600000000000001,1,2,1,0,Live,E01016850,Brighton and Hove 029A E01016850,19414,6,21247,7,0.071,22376,7,0.057,28312,9,18586,6,9341,3,10322,4,7268,3,22862,7,0.076,7681,3,0.237,"c(-0.155184987912707, 50.8253389949024)",HoveBlatchington,HoveBlatchington
BN1 2AD,E00085577,BN1 2AD,BN1  2AD,E01016953,E02003517,530159,0104470,14,31,0.08588957055214724,0.10032362459546926,154,11,4,6,1,22,0.142857143,E00085577,35,0,1,1,28,5,7,1.8895705521472395,2,4,3,1,Live,E01016953,Brighton and Hove 027B E01016953,18573,6,22355,7,0.066,26880,9,0.043,25079,8,21888,7,6118,2,13915,5,2721,1,16301,5,0.127,20177,7,0.099,"c(-0.153374987912078, 50.8251479949023)",HoveBlatchington,HoveBlatchington
BN1 2AJ,E00085579,BN1 2AJ,BN1  2AJ,E01016955,E02003519,530382,0104446,41,70,0.23699421965317918,0.21148036253776434,136,4,5,4,3,16,0.117647059,E00085579,26,2,0,0,23,1,3,3.791907514450867,4,5,5,1,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.150218987910939, 50.8248819949023)",HoveBlatchington,HoveBlatchington
BN1 2AU,E00085575,BN1 2AU,BN1  2AU,E01016952,E02003517,530451,0104281,39,57,0.24074074074074073,0.18210862619808307,172,11,8,7,2,28,0.162790698,E00085575,41,5,1,3,31,1,10,6.7407407407407405,7,7,6,2,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.149270987911459, 50.8233779949012)",HoveBlatchington,HoveBlatchington
BN1 2BN,E00085022,BN1 2BN,BN1  2BN,E01016850,E02003519,529948,0104340,22,48,0.1456953642384106,0.14501510574018128,122,8,6,5,3,22,0.180327869,E00085022,30,1,0,2,26,1,4,3.205298013245033,3,4,4,1,Live,E01016850,Brighton and Hove 029A E01016850,19414,6,21247,7,0.071,22376,7,0.057,28312,9,18586,6,9341,3,10322,4,7268,3,22862,7,0.076,7681,3,0.237,"c(-0.156414987914006, 50.8240269949014)",HoveBlatchington,HoveBlatchington
BN1 2DA,E00085579,BN1 2DA,BN1  2DA,E01016955,E02003519,530377,0104427,6,27,0.03468208092485549,0.08157099697885196,136,4,5,4,3,16,0.117647059,E00085579,26,2,0,0,23,1,3,0.5549132947976878,1,2,2,0,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.150296987911073, 50.8247129949021)",HoveBlatchington,HoveBlatchington
BN1 2EB,E00085571,BN1 2EB,BN1  2EB,E01016952,E02003517,530583,0104335,9,19,0.055900621118012424,0.06909090909090909,160,6,9,3,0,18,0.1125,E00085571,24,4,2,0,18,0,6,1.0062111801242237,1,2,1,0,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.147405987910414, 50.8238389949016)",HoveBlatchington,HoveBlatchington
BN1 2ED,E00085571,BN1 2ED,BN1  2ED,E01016952,E02003517,530583,0104306,90,146,0.5590062111801242,0.5309090909090909,160,6,9,3,0,18,0.1125,E00085571,24,4,2,0,18,0,6,10.062111801242235,10,13,10,3,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.147388987910567, 50.8235729949014)",HoveBlatchington,HoveBlatchington
BN1 2EE,E00085571,BN1 2EE,BN1  2EE,E01016952,E02003517,530531,0104264,62,110,0.38509316770186336,0.4,160,6,9,3,0,18,0.1125,E00085571,24,4,2,0,18,0,6,6.931677018633541,7,10,7,2,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.148168987911107, 50.8232129949012)",HoveBlatchington,HoveBlatchington
BN1 2EF,E00085578,BN1 2EF,BN1  2EF,E01016952,E02003517,530520,0104223,30,53,0.35714285714285715,0.3028571428571429,77,3,3,3,0,9,0.116883117,E00085578,15,4,0,0,6,5,9,3.2142857142857144,3,5,2,3,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.14831198791139, 50.8228409949009)",HoveBlatchington,HoveBlatchington
BN1 2EG,E00085575,BN1 2EG,BN1  2EG,E01016952,E02003517,530502,0104326,7,13,0.043209876543209874,0.04153354632587859,172,11,8,7,2,28,0.162790698,E00085575,41,5,1,3,31,1,10,1.2098765432098766,1,2,1,0,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.148558987910925, 50.8237769949015)",HoveBlatchington,HoveBlatchington
BN1 2EW,E00085578,BN1 2EW,BN1  2EW,E01016952,E02003517,530617,0104211,8,22,0.09523809523809523,0.12571428571428572,77,3,3,3,0,9,0.116883117,E00085578,15,4,0,0,6,5,9,0.8571428571428571,1,2,1,1,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.146967987910912, 50.8227169949009)",HoveBlatchington,HoveBlatchington
BN1 2EX,E00085578,BN1 2EX,BN1  2EX,E01016952,E02003517,530617,0104211,3,5,0.03571428571428571,0.02857142857142857,77,3,3,3,0,9,0.116883117,E00085578,15,4,0,0,6,5,9,0.3214285714285714,0,0,0,0,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.146967987910912, 50.8227169949009)",HoveBlatchington,HoveBlatchington
BN1 2FA,E00085565,BN1 2FA,BN1  2FA,E01016955,E02003519,530447,0104101,32,51,0.27350427350427353,0.2670157068062827,115,1,3,2,0,6,0.052173913,E00085565,10,0,0,0,6,4,4,1.6410256410256412,2,3,2,1,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.149390987912487, 50.8217609949001)",HoveBlatchington,HoveBlatchington
BN1 2FB,E00085578,BN1 2FB,BN1  2FB,E01016952,E02003517,530558,0104196,17,27,0.20238095238095238,0.15428571428571428,77,3,3,3,0,9,0.116883117,E00085578,15,4,0,0,6,5,9,1.8214285714285714,2,2,1,1,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.147782987911324, 50.8225889949007)",HoveBlatchington,HoveBlatchington
BN1 2FD,E00085578,BN1 2FD,BN1  2FD,E01016952,E02003517,530525,0104205,9,25,0.10714285714285714,0.14285714285714285,77,3,3,3,0,9,0.116883117,E00085578,15,4,0,0,6,5,9,0.9642857142857142,1,2,1,1,Live,E01016952,Brighton and Hove 027A E01016952,8856,3,18958,6,0.084,19331,6,0.068,17737,6,14165,5,130,1,5842,2,1483,1,15548,5,0.134,6717,3,0.254,"c(-0.14827498791147, 50.8226839949008)",HoveBlatchington,HoveBlatchington
BN1 2FE,E00085564,BN1 2FE,BN1  2FE,E01016955,E02003519,530428,0104171,14,28,0.08433734939759036,0.09395973154362416,167,1,4,5,2,12,0.071856287,E00085564,19,0,0,1,17,1,2,1.0120481927710843,1,2,2,0,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.149663987912211, 50.8223999949005)",HoveBlatchington,HoveBlatchington
BN1 2FF,E00085564,BN1 2FF,BN1  2FF,E01016955,E02003519,530430,0104192,48,112,0.2891566265060241,0.37583892617449666,167,1,4,5,2,12,0.071856287,E00085564,19,0,0,1,17,1,2,3.469879518072289,3,7,6,1,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.149599987912077, 50.8225819949007)",HoveBlatchington,HoveBlatchington
BN1 2FG,E00085564,BN1 2FG,BN1  2FG,E01016955,E02003519,530330,0104195,48,85,0.2891566265060241,0.28523489932885904,167,1,4,5,2,12,0.071856287,E00085564,19,0,0,1,17,1,2,3.469879518072289,3,5,5,1,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.151045987912637, 50.8226379949007)",HoveBlatchington,HoveBlatchington
BN1 2FH,E00085583,BN1 2FH,BN1  2FH,E01016955,E02003519,530359,0104276,30,53,0.2777777777777778,0.2774869109947644,107,2,3,4,1,10,0.093457944,E00085583,15,1,1,1,12,0,3,2.7777777777777777,3,4,3,1,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.15060598791202, 50.8233589949012)",HoveBlatchington,HoveBlatchington
BN1 2FJ,E00085583,BN1 2FJ,BN1  2FJ,E01016955,E02003519,530453,0104251,58,104,0.5370370370370371,0.5445026178010471,107,2,3,4,1,10,0.093457944,E00085583,15,1,1,1,12,0,3,5.370370370370371,5,8,7,2,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.149280987911623, 50.8231139949011)",HoveBlatchington,HoveBlatchington
BN1 2FQ,E00085565,BN1 2FQ,BN1  2FQ,E01016955,E02003519,530486,0104148,47,78,0.4017094017094017,0.4083769633507853,115,1,3,2,0,6,0.052173913,E00085565,10,0,0,0,6,4,4,2.4102564102564106,2,4,2,2,Live,E01016955,Brighton and Hove 029E E01016955,10046,4,15915,5,0.103,15685,5,0.083,21771,7,11683,4,2416,1,5741,2,2092,1,15277,5,0.137,13097,4,0.161,"c(-0.148848987912011, 50.8221799949004)",HoveBlatchington,HoveBlatchington
